Query,Engine,Title,Content,Date
Vessel caught underreporting catch in North Atlantic,Bing,Italian coast guard searches for dozens of migrants missing after their ship capsized,,1 hour ago
Vessel caught underreporting catch in North Atlantic,Bing,"U.S. attack sub, Canada navy patrol ship arrive in Cuba on heels of Russian warships",,5 days ago
Vessel caught underreporting catch in North Atlantic,Bing,North Carolina fishing team wins $1.7M after catching 504-pound blue marlin," 
		Thanks for contacting us. We've received your submission.	 A fishing crew recently caught a prize-worthy marlin at the 66th Big Rock Blue Marlin Tournament in North Carolina. The team aboard the Hatteras-based boat, “Release,” reeled in a blue marlin weighing 504 pounds, earning the group of men $1.7 million. The captain of the 53-foot Bobby Sullivan vessel, Rom Whitaker, led the team to success with Angler Kirk Pugh pulling in the striking big blue fish. “These guys have been fishing together in this tournament for 22 years and have never boated a marlin in this tournament before,” a North Carolina resident who is close to the anglers told Fox News Digital (the resident requested her name be omitted for privacy reasons). Blue Marlins are native to the Atlantic, Pacific and Indian Oceans. These fish tend to be in the average range of 11 feet and 200 to 400 pounds, according to National Geographic.  The tournament set sail with a record-breaking number of 302 fishing boats on Monday. “Captain Rom’s win in the Fab Fish Level and Game Time’s leaderboard shakeup yesterday afternoon created the perfect start to the week,” Big Rock Blue Marlin Tournament Executive Director, Madison Struyk, told Fox News Digital. She said Big Rock is the largest non-profit billfish tournament in the world. “The Big Rock Foundation is the charitable arm of the tournament and has donated over $10 million to worthy organizations since 1986. For the past 3 years, the Big Rock Foundation has made annual contributions over a million dollars,” Struyk said. The fishing tournament is set to continue until Sunday. Fox News Digital reached out to Captain Rom Whitaker and Kirk Pugh, who is one of the anglers, for comment.  Advertisement",7 days ago
Vessel caught underreporting catch in North Atlantic,Bing,$6 million for Right Whale vessel strike prevention," 
Weather Forecast
 

          80°,
        

          mostly cloudy        
 NOAA Fisheries is providing $6 million in Inflation Reduction Act funding to the National Fish and Wildlife Foundation. The funding will support projects developing technologies to minimize risk from  … This item is available in full to subscribers. 
		We have recently launched a new and improved website. To continue reading, you will need to either log into your subscriber account, or purchase a new subscription.
	 
		If you are a current print subscriber, you can set up a free website account by clicking here.
	 
		Otherwise, click here to view your options for subscribing.
	 
				If you're a print subscriber, but do not yet have an online account, click here to create one.
				 
Click here to see your options for becoming a subscriber.
			 NOAA Fisheries is providing $6 million in Inflation Reduction Act funding to the National Fish and Wildlife Foundation. The funding will support projects developing technologies to minimize risk from vessel strikes—a primary threat to endangered North Atlantic right whales and other large whales. The partnership will facilitate innovative, technology-based tools, and increase the use and awareness of existing technologies to reduce vessel strikes to the North Atlantic right whale. These could include tools that detect and identify whales and alert vessels when a whale is present and recommend actions. For information visit https://www.fisheries.noaa.gov/feature-story/noaa-fisheries-partners-national-fish-and-wildlife-foundation-support-north-atlantic. Impact of climate on fish stocks If “overfishing” of a fish stock continues unchecked with no strategies to rebuild it will become “overfished” with a population size that is too low and jeopardizes the stock’s ability to produce a sustainable yield. Today, prevailing environmental and fishery conditions are changing exponentially due to climate impacts. From warming waters to acidification, the climate crisis is fundamentally changing the ocean; these changes are jeopardizing the ability of fish to grow and thrive, in turn reducing fisheries’ productivity. Earlier this month, NOAA Fisheries released a 2023 Stock Status Report which can be the found on their website at https://www.fisheries.noaa.gov/national/sustainable-fisheries/status-stocks-2023. Although some of the news in the report is encouraging, much more needs to be done.  The overfishing status is only known for 72% of stocks and the overfished status for 52%. That means hundreds of fish stocks have an unknown status. We need to improve data collection of unknown stocks so NOAA Fisheries can do their job. According to the 2023 Stock Status Report nearly a fifth of stocks remain overfished.  The good news is that the number of overfished stocks decreased: 47 fish stocks, or 18% of all known U.S. stocks, are considered overfished. Some of our most iconic stocks, including Atlantic cod, have remained on the overfished list for years. Despite recent fisheries progress the U.S. still isn’t doing enough to keep up with climate change. For more on this perspective visit www.fisheriesforward.org/status-of-stocks/. Where’s the bite? Freshwater fishing Striped bass and bluefish. Elisa Cahill of Snug Harbor Marina, South Kingstown, said, “The southeast and southwest sides of Block Island were on fire over the holiday with anglers catching striped bass using topwater lures. The fish were slot size (28 to < 31 inches) and above. Our salt ponds are good too we worm hatches still occurring.” Cape Cod Canal fishing expert and author East End Eddie Doherty, said, “The full moon Thursday morning, ushered in some breaking tides have been more pronounced and powerful in the east end. Some nice bass were caught by Joe Gray of Sagamore Beach on his Ditch Witch and Taylor Point’s ‘Breakin Bob’ Weir with a white spook during a mid-Canal surface bite. Worcester Firefighter Joel Benoit fooled some slots and Buzzards Bay’s Ben Sivonen lost count after reeling in over 10 fish with the biggest measuring 45 inches. I was jigging a 5-ounce white Hurley Canal Killer in the east tide next to Vietnam Veteran Steve Colleran when fish started breaking in front of us like a happy dream.”  Anglers Shaina Boyle and her father Gary Vandemoortele caught five striped bass to 28-inch and bluefish to 30 inches in Greenwich Bay last Wednesday. This weekend I fished in the same area with a friend and hooked up with a keeper and two smaller fish. All these fish were caught in 7 to 12 feet of water trolling tube & worm at the bottom. No fish were found in the East Passage at Poppasquash Point, Bristol nor at Warwick Neck. Declan O’Donnell of Breachway Bait & Tackle, Charlestown, said, “The bait is getting pushed into the ponds on an incoming tide with small spooks, and small soft plastics working in the salt pond channels. Back in the pond the worm hatch is still on, and  out front bass and blues are being found on rockpiles and Breachway outflows eating anything from top water to live eels. Won’t be long before some of the 30-40-pound bass start staging on our local reefs.” Tautog. The spring tautog season ends on May 31 in Rhode Island for the spawning season and will reopen August 1. In Massachusetts, the catch limit drops to one fish/person/day from June 1 to July 31. In both states the open season limit changes on Aug. 1 with a three fish/person/day limit, 16 to 21-inch slot with one fish allowed to be over 21 inches. “Summer Flounder (fluke), black sea bass and squid. “Fluke reports are starting to pick up with mostly smaller fish being caught locally and a few bigger fish being caught at the island. Black Sea Bass are still out in deeper water but are slowly making their way in. There is an abundance of squid out-front,” said O’Donnell of Breachway Bait & Tackle. We weighed in an 11-pound fluke over the holiday caught along the southern coastal beaches. Anglers are having some difficulty finding flukes but when they do they tend to be large.  Anglers are also targeting fluke at the East Grounds and in the Block Island Wind Farm area with good results,” said Elisa Cahill of Snug Harbor. “Squid fishing remains strong along the coastal beaches,” said Cahill of Sung Harbor Dave Monti holds a master captain’s license and charter fishing license. He serves on a variety of boards and commissions and has a consulting business focusing on clean oceans, habitat preservation, conservation, renewable energy, and fisheries related issues and clients. Forward fishing news and photos to dmontifish@verison.net or visit www.noflukefishing.com.                  

                    No  comments on this item
                

Please log in to comment by clicking here

 
        Other items that may interest you
       
				STORY OF THE WEEK: After an update of the Law Enforcement Officers’ Bill of Rights recently got close to the finish line, there was 0.0% chance that legislative leaders wouldn’t get it  …			 




  More Primetime  More Special Sections 
          Beacon Communications  
          1944 Warwick Avenue, Warwick RI, 02889 • 1-401-732-3100
                  About Beacon Communications 
                    •  
                                            Contact us 
                    •  
                                            Announcement forms 
                    •  
                    
             
          
",2024-05-30
Vessel caught underreporting catch in North Atlantic,Bing,2 cargo ships caught fire after being hit by projectiles in suspected Houthi attacks off the coast of Yemen," Two cargo ships traveling off Yemen's southern port city of Aden caught fire after being hit by projectiles suspected to have been fired by Houthi rebels, UK maritime agencies reported. United Kingdom Maritime Trade Operations (UKMTO) said on Sundayit had been informed of an incident 80 nautical miles southeast of Aden. UKMTO is linked to the UK's Royal Navy.  Suspicion for the attack fell on Yemen's Houthi rebels, who have not claimed responsibility for the latest attack but have been targeting shipping in the area for several months with missiles and drones. The British security firm Ambrey later said a cargo vessel from Antigua and Barbuda had been hit by a missile 83 nautical miles southeast of Aden. The ship caught fire but it was contained. ""The ship was heading southwest along the Gulf of Aden at a speed of 8.2 knots when a missile struck the forward station. A fire started but was neutralized,"" Ambrey said in an advisory note seen by Reuters. ""A second missile was sighted but did not hit the ship. Persons on board small boats in the vicinity opened fire on the ship during the incident,"" Ambrey said. No injuries were reported after the ship diverted and sped up. The UKMTO said they had received a second report about another incident 70 nautical miles southwest of Aden. ""The master reports that the vessel was hit by an unknown projectile on the aft section, which resulted in a fire. Damage control is underway,"" UKMTO said. No casualties were reported and the UKMTO said the vessel was ""proceeding to its next port of call. Authorities continue to monitor the situation."" Reuters reported on Friday that the Houthi rebels had claimed responsibility for attacks on two merchant ships in the Red Sea with ""a number of drones and ballistic and naval missiles,"" but there was no independent confirmation of the incidents. Houthis have been targeting ships in the Red Sea corridor and the Gulf of Aden with missiles and drones as part of a campaign that aims to put pressure on Israel and the West over the war in Gaza. Shipping vessels have been forced to take longer and more costly routes around the south of Africa. A US Navy carrier strike group and warships from European nations have defended the key shipping lanes. On Monday, the Houthi rebels said they had fired a new solid-fuel missile called the ""Palestine"" at the southern Israeli city of Eilat on Monday. The rebels have also detained 11 Yemeni employees of UN agencies under uncertain circumstances, it was reported on Friday. ""We are very concerned about these developments, and we're actively seeking clarification from the Houthi de facto authorities regarding the circumstances of these detentions,"" UN spokesperson Stéphane Dujarric said in New York. Of the 11, the UN said six had been working for the UN's human rights agency, and the rest all worked separately for its special envoy's office, its development arm, Unicef, the World Food Program, and Unesco. On Thursday, Bloomberg reported that the US was planned to further increase economic pressure on the Houthis by blocking their revenue sources. This includes preventing a $1.5 billion Saudi payment to cover salaries for government employees in militia-held territory. Advertisement POPULAR CATEGORIES Copyright © 2023. Times Internet Limited. All rights reserved.For reprint rights. Times Syndication Service.",3 days ago
Vessel caught underreporting catch in North Atlantic,Bing,"2 dead, 3 missing after vessel catches fire in Philippines"," MANILA, June 5 (Xinhua) -- Two people died, one was critically injured, and three others were missing after a fishing vessel caught fire off the waters of Cebu province in the central Philippines Wednesday night, the Philippine Coast Guard said.  Coast Guard spokesperson Rear Admiral Armando Balilo said a fire broke out around 8:25 p.m. local time aboard the fishing boat in the vicinity of waters some 1.5 nautical miles off the shoreline of Naga city.  Balilo said 11 people were on the boat, and five were rescued.  He added that two bodies were found while one was unconscious after sustaining a third-degree burn.  Searchers and rescuers are looking for the missing people. An investigation is underway to determine the cause of the fire.  Xinhua 6th June 2024, 02:15 GMT+10 MANILA, June 5 (Xinhua) -- Two people died, one was critically injured, and three others were missing after a fishing vessel caught fire off the waters of Cebu province in the central Philippines Wednesday night, the Philippine Coast Guard said.  Coast Guard spokesperson Rear Admiral Armando Balilo said a fire broke out around 8:25 p.m. local time aboard the fishing boat in the vicinity of waters some 1.5 nautical miles off the shoreline of Naga city.  Balilo said 11 people were on the boat, and five were rescued.  He added that two bodies were found while one was unconscious after sustaining a third-degree burn.  Searchers and rescuers are looking for the missing people. An investigation is underway to determine the cause of the fire.  Read This Next ASSOCIATES BIG NEWS NETWORK.COM PRODUCTS & SERVICES FOLLOW US Copyright © 1998-2024 Big News Network All rights reserved. ISSN: 2616-6917",12 days ago
Vessel caught underreporting catch in North Atlantic,Bing,Two Vessels Catch Fire After Missile Strikes off Yemen," 


June 9, 2024

 © lesniewski / Adobe Stock Two ships caught on fire after being hit by projectiles off Yemen's Aden, two UK maritime agencies reported on Sunday. The British security firm Ambrey said on Sunday an Antigua- and Barbuda-flagged general cargo ship was struck by a missile 83 nautical miles southeast of Aden and caught fire. The fire was later contained. Earlier, the United Kingdom Maritime Trade Operations (UKMTO) said it had received a report from a captain of a vessel of an incident 80 nautical miles southeast of Aden. ""The ship was heading southwest along the Gulf of Aden at a speed of 8.2 knots when the forward station was struck by a missile. A fire started but was neutralised,"" Ambrey said in an advisory note. ""A second missile was sighted but did not hit the ship. Persons on board small boats in the vicinity opened fire on the ship during the incident."" Ambrey said the ship changed course to port and increased speed, adding that ""no injuries were reported."" Separately, Ambrey and UKMTO said they had received a report about another incident 70 nautical miles southwest of Aden. ""The master reports that the vessel was hit by an unknown projectile on the aft section, which resulted in a fire. Damage control is underway,"" UKMTO said in advisory note. They added that no casualties were reported and the vessel was proceeding to its next port of call. The Houthi militia, which controls the most populous parts of Yemen and is aligned with Iran, has attacked ships off its coast for months, saying it is acting in solidarity with Palestinians fighting Israel in Gaza. Houthi fighters have launched drone and missile attacks in the Bab al-Mandab Strait and Gulf of Aden, forcing shippers since November to take longer and more costly journeys around southern Africa. The United States and Britain have carried out strikes against Houthi targets in response to the attacks. The UKMTO said on Sunday that it had received a report of a missile attack on a merchant vessel 89 nautical miles southwest of Yemen's port city of Aden. ""Reporting suggests that the vessel has been hit,"" an advisory note from UKMTO said, but added that the vessel did not sustain any casualties and that it was proceeding to its next port of call.  (Reuters - Reporting by Muhammad Al Gebaly; Editing by Cynthia Osterman, Richard Chang and Kim Coghill. Additional reporting by Adam Makary; Editing by Alexander Smith) Yemen's Houthi militants are believed to have sunk a second ship, the Tutor, in the Red Sea, the United Kingdom Maritime…  China and the Philippines traded accusations over a collision in the South China Sea on Monday, with Manila saying its armed…  A Philippine supply ship dangerously approached a Chinese ship resulting in a slight collision after it illegally intruded…  Yemen's Houthis said on Sunday that they had attacked two civilian ships along with an American destroyer in the Red Sea and Arabian Sea…  The right software solution can help operators manage the dual demands of regulatory compliance and commercial opportunity Reducing pollutant emissions in the shipping industry with LEWA's diaphragm pumps Global Survival Technology solutions provider Survitec has highlighted the dangers of inadequate maintenance, testing, and inspection of ship fire safety systems in a new white paper Subscribe for Maritime Reporter E-News Maritime Reporter E-News is the maritime industry's largest circulation and most authoritative ENews Service, delivered to your Email five times per week  
© 1996-2024 Maritime Activity Reports, Inc. 
    ",10 days ago
Vessel caught underreporting catch in North Atlantic,Bing,Italy’s coast guard searches for dozens of migrants missing after their ship capsized,,1 hour ago
Vessel caught underreporting catch in North Atlantic,Bing,Two vessels catch fire after missile strikes off Yemen's Aden," 
JapanToday
Sotokanda S Bldg. 4F
					5-2-1 Sotokanda
					Chiyoda-ku
					Tokyo 101-0021
					Japan
					Tel: +81 3 5829 5900
					Fax: +81 3 5829 5919
Email: editor@japantoday.com
©2024
GPlusMedia Inc.
 Two ships caught on fire after being hit by projectiles off Yemen's Aden, two UK maritime agencies reported on Sunday. The British security firm Ambrey said on Sunday an Antigua- and Barbuda-flagged general cargo ship was struck by a missile 83 nautical miles southeast of Aden and caught fire. The fire was later contained. Earlier, the United Kingdom Maritime Trade Operations (UKMTO) said it had received a report from a captain of a vessel of an incident 80 nautical miles southeast of Aden. ""The ship was heading southwest along the Gulf of Aden at a speed of 8.2 knots when the forward station was struck by a missile. A fire started but was neutralised,"" Ambrey said in an advisory note. ""A second missile was sighted but did not hit the ship. Persons on board small boats in the vicinity opened fire on the ship during the incident."" Ambrey said the ship changed course to port and increased speed, adding that ""no injuries were reported."" Separately, Ambrey and UKMTO said they had received a report about another incident 70 nautical miles southwest of Aden. ""The master reports that the vessel was hit by an unknown projectile on the aft section, which resulted in a fire. Damage control is underway,"" UKMTO said in advisory note. They added that no casualties were reported and the vessel was proceeding to its next port of call. The Houthi militia, which controls the most populous parts of Yemen and is aligned with Iran, has attacked ships off its coast for months, saying it is acting in solidarity with Palestinians fighting Israel in Gaza. Houthi fighters have launched drone and missile attacks in the Bab al-Mandab Strait and Gulf of Aden, forcing shippers since November to take longer and more costly journeys around southern Africa. The United States and Britain have carried out strikes against Houthi targets in response to the attacks. Join the leaders of English Education for Children in Japan! Time to go drop some more ordinance that’s getting close to or past its shelf life. Time for Israel to realise where it is in the 'hood....surrounded by countries that dont like the way Israel treats Palestinians. Time for the US to stop supporting the Israeli ""exceptionalism "" claim. Israel is a small, inconsequential place  , with a small population,  surrounded by nations of many millions of people and hundreds , even thousands , of years history. Israel wont succeed by killing more people it doesnt like. GuruMickToday  02:55 pm JST Israel is a small, inconsequential place , with a small population, surrounded by nations of many millions of people and hundreds , even thousands , of years history. Israel wont succeed by killing more people it doesnt like. The Arabs don't like the Palestinians THAT much.  Also killing terrorists is not a bad idea. The Arabs don't like the Palestinians THAT much. Palestinians are Arabs. If the US cannot deter the Houthis,they will deter China,I see why insecure foreigner are naive that the US can protect them That’s right, if Great Britain is participating in the conflict incognito, then this should not go unanswered. Who else is participating behind America's back? think with your head. Everyone will get what they deserve. There is no point in looking for who is right and who is wrong. Since  this is a part of the Gaza war  ,involving Jews genocide against Palestinians,that the price the whole world is willing to pay for a country of less than 10 million people,you have  not seen the hell in Washington DC , when Bibi speaks at a joint session of Congress in July Google Bibi Speaks Before Congress I wonder when Egypt will finally give the green light for clearing the area of terrorists. Egypt is not the areas ""policeman "". GuruMickToday  06:17 am JST Egypt is not the areas ""policeman "". But they are one of the most populous Arab countries and presumably won't accept the Suez Canal being shut down forever. Good point. But COVID affected global supply costs as much or more than the Houthies. Wiki has a detailed page on this Yemeni based group , more history etc than current shipping attacks. A division of Islam in Yemen causing internal problems as well. Israel just the latest target. Use your Facebook account to login or register with JapanToday. By doing so, you will also receive an email inviting you to receive our news alerts. Join the leaders of English Education for Children in Japan! A mix of what's trending on our other sites 
					GaijinPot Blog				 
					GaijinPot Blog				 
					GaijinPot Blog				 
					GaijinPot Travel				 
					GaijinPot Travel				 
					GaijinPot Blog				 
					GaijinPot Blog				 
					Savvy Tokyo				 
					GaijinPot Travel				 
					Savvy Tokyo				 
					Savvy Tokyo				 
					Savvy Tokyo				",10 days ago
Vessel caught misreporting haddock catch,Google,Electronic monitoring long-awaited boon for Cape fishermen," CHATHAM — More than a decade of advocacy by local fishermen finally paid off when the New England Fishery Management Council at its meeting last month approved the use of video cameras on fishing vessels to monitor catches. Electronic monitoring is a critical part of the council plan known as Amendment 23 that passed Sept. 30 and set a target of covering 100% of all fishing trips to catch bottom-feeding species such as cod, haddock and flounders that are collectively known as groundfish. “The Council has known for quite a while now that we needed to improve the groundfish monitoring program,” council spokesperson Janice Plante said. “We’d had some issues in the past with unreported or misreported catches. We know there’s an incentive to illegally discard certain stocks, especially those with low catch limits.” Plus, just 31% of groundfish trips were required to be covered by human observers riding on fishing vessels tracking the number of discarded and caught fish and Plante said the council knew that sometimes fishermen fished differently on observed trips and unobserved trips. “These are all things the Council wanted to address by improving the catch monitoring program,” Plante wrote in an email. Cape fishermen first started advocating for the use of electronic monitoring in 2006, said Melissa Sanderson, chief operating officer of the Cape Cod Commercial Fishermen’s Alliance. “I would say it’s a long time coming,” said Sanderson of the 14 years it took to finally have approval. Most of the delay was in ironing out details with the National Marine Fisheries Service. “Most fishermen were done with it,” Sanderson said when the agency did not support switching from human observers to cameras after Cape fishermen ran a pilot project for a few years. But six years ago, Maine fishermen revived interest with their own pilot program and Cape fishermen joined the following year using equipment and technical support provided by The Nature Conservancy and grants from the National Fish and Wildlife Foundation. “Since achieving 100% monitoring will require additional funding, the Conservancy has set aside $2 million to purchase and install EM systems for any fishermen interested in using a safer and more cost-effective tool to meet these new monitoring requirements,"" said Chris McGuire, marine program director at the Nature Conservancy. Barnstable fisherman Eric Hesse said he’s had four cameras on board his long-line vessel for at least the last three years. “This has been around for decades on the West Coast. “We need more accountability in our fishery and this is one of the tools.” Most groundfish fishermen belong to sectors, groups of fishermen who collectively manage the quota assigned to them with a mandate of not overfishing any species and minimizing discards of species they aren’t targeting or don’t have the quota to catch. Sector fishermen are required to carry what are known as at-sea monitors, human observers who document catches and discards as a way to show they are adhering to their agreement with NMFS. Electronic monitoring is an option fishermen can choose to avoid the expense of having to pay for human observers, something that has rankled fishermen in recent years as their catches declined. Plus COVID-19 heightened concerns about having strangers onboard. Vessels may still be required to occasionally carry a federal observer who collects science-based information. Sanderson explained that the fisherman turns on the cameras when leaving on a groundfish trip or a fishing trip for other species that require observers. Either three or four cameras record the net or fishing line coming up out of the water, and the discarded fish being measured and thrown back. A wide angle view records activity on the deck. Sanderson said her organization and others worked with fishermen to reduce the burden of measuring each discard by showing that a sample size could stand in for the whole when volumes increased. The fisherman/captain removes the hard drive from the video system once the boat docks and submits it to a contractor who audits a portion of the video and reports to NMFS. Sanderson, who has worked on the electronic monitoring program since 2010, said there are 23 vessels participating in the pilot program now with another eight waiting for equipment. Amendment 23 allowed fishermen to choose between continuing to use human observers on groundfish trips or one of two electronic monitoring programs. Most fishermen thus far have chosen the alternative that allows them to discard fish as long as their recording includes measurement of a representative sample from each species of discards. The other requires fishermen to separate discards and market fish, but keep them all onboard until they return to dock to have them verified by a dockside monitor. NMFS said they believe they have enough money to pay for the 2021 at-sea monitor coverage, both human and electronic. The New England council set a minimum at-sea monitor coverage rate of 40%, which would be industry-funded if NMFS has no money to pay for them. They said they would like to see 100% if NMFS has the funds. Amendment 23 still has to be translated into a proposed rule by NMFS and go through a comment period and published as a final rule before the beginning of the May 1, 2021, fishing season. Follow Doug Fraser on Twitter:@dougfrasercct.",2020-10-09
